,question,allennlp_entities,extracted_entities,image_urls
0,What are the different types of electromagnetic radiation and their applications?,"['their applications', 'the different types of electromagnetic radiation and their applications', 'electromagnetic radiation', 'the different types']","[['Electronic technology', 'Electronic technology'], ['Ultraviolet radiation', 'Ultraviolet radiation'], ['Ultraviolet radiation', 'Ultraviolet radiation'], ['Classification', 'Classification']]","[['https://upload.wikimedia.org/wikipedia/commons/9/94/Gingko_Avenue%2C_University_of_Electronic_Science_and_Technology_of_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Beijing_Electronic_Science_and_Technology_Institute_%2820150503173741%29.JPG'], ['https://upload.wikimedia.org/wikipedia/commons/a/a7/The_Ultraviolet_Region%2C_extracted_from_Introduction_to_industrial_hygiene_engineering_and_control_%28552%29_-_nonionizing_and_ionizing_radiation_%281978%29.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/UV_Action_Spectra%2C_extracted_from_Introduction_to_industrial_hygiene_engineering_and_control_%28552%29_-_nonionizing_and_ionizing_radiation_%281978%29.png'], ['https://upload.wikimedia.org/wikipedia/commons/a/a7/The_Ultraviolet_Region%2C_extracted_from_Introduction_to_industrial_hygiene_engineering_and_control_%28552%29_-_nonionizing_and_ionizing_radiation_%281978%29.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/UV_Action_Spectra%2C_extracted_from_Introduction_to_industrial_hygiene_engineering_and_control_%28552%29_-_nonionizing_and_ionizing_radiation_%281978%29.png'], ['https://upload.wikimedia.org/wikipedia/commons/3/32/K%C3%B6ppen-Geiger_Climate_Classification_Map_%281980%E2%80%932016%29_no_borders.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/K%C3%B6ppen-Geiger_Climate_Classification_Map.png']]"
0,What are the principles of wave interference and diffraction?,"['wave interference and diffraction', 'the principles of wave interference and diffraction', 'the principles']","[['ReFRACTION', 'ReFRACTION', 'ReFRACTION'], ['ReFRACTION', 'ReFRACTION', 'ReFRACTION'], ['Scientific principles', 'Scientific principles', 'Scientific principles']]","[['https://upload.wikimedia.org/wikipedia/commons/d/d4/Refraction_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Refraction-of-light_Christmas-deco.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Refraction_beer.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/d/d4/Refraction_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Refraction-of-light_Christmas-deco.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Refraction_beer.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/The_Principles_of_Scientific_Management%2C_title_page.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19013975.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19014006.jpg']]"
0,What are the principles of chemical equilibrium and reversible reactions?,"['reversible reactions', 'the principles of chemical equilibrium and reversible reactions', 'chemical equilibrium and reversible reactions', 'the principles', 'chemical equilibrium']","[['Chemical reactions', 'Chemical reactions'], ['Chemical reactions', 'Chemical reactions'], ['Chemical reactions', 'Chemical reactions'], ['Scientific principles', 'Scientific principles'], ['Chemical process', 'Chemical process']]","[['https://upload.wikimedia.org/wikipedia/commons/7/76/Reactions_Barrelene.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ring-Opening-Reactions_V.1.svg'], ['https://upload.wikimedia.org/wikipedia/commons/7/76/Reactions_Barrelene.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ring-Opening-Reactions_V.1.svg'], ['https://upload.wikimedia.org/wikipedia/commons/7/76/Reactions_Barrelene.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ring-Opening-Reactions_V.1.svg'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/The_Principles_of_Scientific_Management%2C_title_page.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19013975.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/fd/LevelPro_Chemical_Process_Control_Displays_%26_Audible%2C_Visual_Alarm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Engineering-Chemical-Process-PFD-Conventional-Merox-Process-Unit-for-Sweetening-Jet-Fuel-or-Kerosene.png']]"
0,How do different factors affect the rate of enzyme denaturation?,"['the rate of enzyme denaturation', 'different factors', 'the rate', 'enzyme denaturation']","[['Enzyme action', 'Enzyme action'], ['Physical changes', 'Physical changes'], ['Anthracite', 'Death rate'], ['Enzyme action', 'Enzyme action']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f0/InducedFit_Enzyme_Catalyst.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Enzyme_high_pressure_a.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthracite_coalfields_on_1872_PA_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Birth_rate%2C_death_rate_and_natural_growth_in_USA_since_1935.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/f0/InducedFit_Enzyme_Catalyst.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Enzyme_high_pressure_a.jpg']]"
0,How do different factors affect the rate of cellular respiration?,"['cellular respiration', 'different factors', 'the rate', 'the rate of cellular respiration']","[['Cellular respiration', 'Cellular respiration'], ['Physical changes', 'Physical changes'], ['Anthracite', 'Death rate'], ['Cellular respiration', 'Cellular respiration']]","[['https://upload.wikimedia.org/wikipedia/commons/9/90/Cellular_respiration_%28zh-tw%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Cellular_respiration_%28zh-cn%29.svg'], ['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthracite_coalfields_on_1872_PA_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Birth_rate%2C_death_rate_and_natural_growth_in_USA_since_1935.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/Cellular_respiration_%28zh-tw%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Cellular_respiration_%28zh-cn%29.svg']]"
0,What is the concept of electromagnetism and its applications?,"['electromagnetism and its applications', 'the concept of electromagnetism and its applications', 'electromagnetism', 'its applications', 'the concept']","[['Electromagnets', 'Electromagnets'], ['Electromagnets', 'Electromagnets'], ['Electromagnets', 'Electromagnets'], ['Electronic technology', 'Electronic technology'], ['Iron hydroxide', 'Theories']]","[['https://upload.wikimedia.org/wikipedia/commons/e/eb/Elecmagnet.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/9_v_electromagnet.png'], ['https://upload.wikimedia.org/wikipedia/commons/e/eb/Elecmagnet.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/9_v_electromagnet.png'], ['https://upload.wikimedia.org/wikipedia/commons/e/eb/Elecmagnet.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/9_v_electromagnet.png'], ['https://upload.wikimedia.org/wikipedia/commons/9/94/Gingko_Avenue%2C_University_of_Electronic_Science_and_Technology_of_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Beijing_Electronic_Science_and_Technology_Institute_%2820150503173741%29.JPG'], ['https://upload.wikimedia.org/wikipedia/commons/8/8f/Iron_oxide_brown.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Mr_Pipo_Brain_03.svg']]"
0,What are the principles of nuclear reactions and their applications?,"['nuclear reactions', 'the principles of nuclear reactions and their applications', 'the principles', 'their applications', 'nuclear reactions and their applications']","[['Nuclear reactions', 'Nuclear reactions'], ['Nuclear reactions', 'Nuclear reactions'], ['Scientific principles', 'Scientific principles'], ['Electronic technology', 'Electronic technology'], ['Nuclear reactions', 'Nuclear reactions']]","[['https://upload.wikimedia.org/wikipedia/commons/7/7e/HD.15.079_%2811840244783%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Uup.gif'], ['https://upload.wikimedia.org/wikipedia/commons/7/7e/HD.15.079_%2811840244783%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Uup.gif'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/The_Principles_of_Scientific_Management%2C_title_page.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19013975.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/94/Gingko_Avenue%2C_University_of_Electronic_Science_and_Technology_of_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Beijing_Electronic_Science_and_Technology_Institute_%2820150503173741%29.JPG'], ['https://upload.wikimedia.org/wikipedia/commons/7/7e/HD.15.079_%2811840244783%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Uup.gif']]"
0,What is the structure and function of the human brain?,"['the structure and function', 'the structure and function of the human brain', 'the human brain']","[['Functional groups', 'Functional groups', 'Functional groups'], ['Human Brain', 'Human Brain', 'Human Brain'], ['Human Brain', 'Human Brain', 'Human Brain']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e0/Phosphonato_group.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Phosphate_group.png', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Pathways_used_to_derive_functional_groups_of_planktonic_protists.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/5/50/Computed_tomography_of_human_brain_-_large.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Human_brain._Wellcome_L0021193.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Skull_and_brain_normal_human_ta.svg'], ['https://upload.wikimedia.org/wikipedia/commons/5/50/Computed_tomography_of_human_brain_-_large.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Human_brain._Wellcome_L0021193.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Skull_and_brain_normal_human_ta.svg']]"
0,How do different factors affect the rate of genetic mutations?,"['the rate of genetic mutations', 'different factors', 'the rate', 'genetic mutations']","[['Genetic variation', 'Genetic variation'], ['Physical changes', 'Physical changes'], ['Anthracite', 'Death rate'], ['History of genetics', 'History of genetics']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f2/Genetic_Variation_and_Inheritance.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Procrustes-transformed_PCA_plot_of_genetic_variation_of_Asian_populations.png'], ['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthracite_coalfields_on_1872_PA_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Birth_rate%2C_death_rate_and_natural_growth_in_USA_since_1935.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/fa/Demographic_history_of_the_Jomon_lineage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Illustrations_for_demographic_history_in_East_Asia.jpg']]"
0,How do different factors affect the rate of chemical reactions at equilibrium?,"['equilibrium', 'the rate of chemical reactions at equilibrium', 'different factors', 'the rate', 'chemical reactions']","[['Concentration', 'Concentration'], ['Reaction conditions', 'Reaction conditions'], ['Physical changes', 'Physical changes'], ['Anthracite', 'Death rate'], ['Chemical reactions', 'Chemical reactions']]","[['https://upload.wikimedia.org/wikipedia/commons/6/63/Dilution-concentration_simple_example.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Concentration_camp_dachau_aerial_view.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/6/6f/ThermiteFe2O3.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Hydrochloric_acid_ammonia.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthracite_coalfields_on_1872_PA_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Birth_rate%2C_death_rate_and_natural_growth_in_USA_since_1935.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/76/Reactions_Barrelene.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ring-Opening-Reactions_V.1.svg']]"
0,Photosynthesis,['Photosynthesis'],"[['Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis']]","[['https://upload.wikimedia.org/wikipedia/commons/5/55/Photosynthesis_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Photosynthesis_ru.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Seawifs_global_biosphere.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Photosynthesis-ar.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Natural_Photosynthesis_vs_the_Bionic_Leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Photosynthesis-es.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Photosynthesis_ko.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Simple_photosynthesis_overview_cs.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Simple_photosynthesis_overview-ja.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Photosynthesis_id.svg']]"
0,What is the structure and function of the human reproductive system?,"['the structure and function', 'the human reproductive system', 'the structure and function of the human reproductive system']","[['Functional groups', 'Functional groups', 'Functional groups'], ['Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs'], ['Reproductive cell', 'Reproductive cell', 'Reproductive cell']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e0/Phosphonato_group.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Phosphate_group.png', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Pathways_used_to_derive_functional_groups_of_planktonic_protists.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/1/14/Scheme_female_reproductive_system-tr.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Female-reproductive-organs-mammals.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Scheme_female_reproductive_system-uk.svg'], ['https://upload.wikimedia.org/wikipedia/commons/e/ea/Reproductive-Incompatibility-Involving-Senegalese-Aedes-aegypti-%28L%29-Is-Associated-with-Chromosome-pntd.0004626.g007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Reproductive-Incompatibility-Involving-Senegalese-Aedes-aegypti-%28L%29-Is-Associated-with-Chromosome-pntd.0004626.g006.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Reproductive-Incompatibility-Involving-Senegalese-Aedes-aegypti-%28L%29-Is-Associated-with-Chromosome-pntd.0004626.g003.jpg']]"
0,What are the properties and uses of different types of plastics?,"['plastics', 'the properties and uses', 'different types of plastics', 'different types', 'the properties and uses of different types of plastics']","[['Plastics', 'Plastics'], ['Physical properties', 'Physical properties'], ['Plastics', 'Plastics'], ['Classification', 'Classification'], ['Plastics', 'Plastics']]","[['https://upload.wikimedia.org/wikipedia/commons/a/af/Global-plastics-production.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/1/1f/Wismut_Kristall_und_1cm3_Wuerfel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Heat_Flow_and_Physical_Properties_Package_%28HP3%29.png'], ['https://upload.wikimedia.org/wikipedia/commons/a/af/Global-plastics-production.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/32/K%C3%B6ppen-Geiger_Climate_Classification_Map_%281980%E2%80%932016%29_no_borders.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/K%C3%B6ppen-Geiger_Climate_Classification_Map.png'], ['https://upload.wikimedia.org/wikipedia/commons/a/af/Global-plastics-production.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg']]"
0,How do different factors affect the rate of fermentation in microorganisms?,"['the rate of fermentation in microorganisms', 'different factors', 'microorganisms', 'the rate', 'fermentation']","[['Bud', 'Bacteria'], ['Physical changes', 'Physical changes'], ['Bacteria', 'Bacteria'], ['Anthracite', 'Death rate'], ['Ozone', 'Yeast']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e5/Bloemknoppen_van_een_vlier_%28Sambucus_serenade%29._14-04-2021_%28actm.%29_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Citrobacter_freundii.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png'], ['https://upload.wikimedia.org/wikipedia/commons/5/52/Citrobacter_freundii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Symbiotic_nitrogen_fixing_bacteria_inside_legume_root_nodule_cells.tif'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthracite_coalfields_on_1872_PA_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Birth_rate%2C_death_rate_and_natural_growth_in_USA_since_1935.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/7f/THC_2003.902.021_E._H._Johnston_Ozone_Production.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Yeast_Cell_Diagram_Illustration.jpg']]"
0,How does the process of fertilization lead to the development of an embryo?,"['the development of an embryo', 'an embryo', 'the process of fertilization', 'fertilization', 'the process', 'the development']","[['Reproductive cell'], ['Reproductive cell'], ['Fertiliser'], ['Fertiliser'], ['Systematic process'], ['Sustainable development']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ea/Reproductive-Incompatibility-Involving-Senegalese-Aedes-aegypti-%28L%29-Is-Associated-with-Chromosome-pntd.0004626.g007.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/ea/Reproductive-Incompatibility-Involving-Senegalese-Aedes-aegypti-%28L%29-Is-Associated-with-Chromosome-pntd.0004626.g007.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/St_Nicholas-V40-P2-463.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/St_Nicholas-V40-P2-463.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/c/ce/Flowchart_of_systematic_search_and_selection_process_for_an_umbrella_review_about_sugar_and_health.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/70/Sustainable_development.svg']]"
0,What are the principles of DNA replication and gene expression?,"['DNA replication', 'the principles of DNA replication and gene expression', 'gene expression', 'the principles', 'DNA replication and gene expression']","[['DNA replication', 'DNA replication'], ['DNA replication', 'DNA replication'], ['Gene engineering', 'Gene engineering'], ['Scientific principles', 'Scientific principles'], ['DNA replication', 'DNA replication']]","[['https://upload.wikimedia.org/wikipedia/commons/8/8f/DNA_replication_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/DNA_replication_split.svg'], ['https://upload.wikimedia.org/wikipedia/commons/8/8f/DNA_replication_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/DNA_replication_split.svg'], ['https://upload.wikimedia.org/wikipedia/commons/6/6f/Effects_of_genetic_manipulation_of_ruminants_in_New_Zealand%2C_2000_to_2014%2C_selected.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Applications_of_combinatorial_gene_circuit_optimization_strategies.svg'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/The_Principles_of_Scientific_Management%2C_title_page.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Outlines_of_an_attempt_to_establish_a_knowledge_of_extraneous_fossils_on_scientific_principles_BHL19013975.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/8/8f/DNA_replication_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/DNA_replication_split.svg']]"
0,What is the concept of wave polarization and its applications?,"['wave polarization and its applications', 'the concept of wave polarization and its applications', 'wave polarization', 'its applications', 'the concept']","[['Wave theory of light', 'Wave theory of light'], ['Wave theory of light', 'Wave theory of light'], ['Wave', 'Wave'], ['Electronic technology', 'Electronic technology'], ['Iron hydroxide', 'Theories']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e0/Water_wave_theories.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/PSF_doublet.PNG'], ['https://upload.wikimedia.org/wikipedia/commons/e/e0/Water_wave_theories.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/PSF_doublet.PNG'], ['https://upload.wikimedia.org/wikipedia/commons/4/47/Triangular_wave_and_square_wave_on_oscilloscope_screen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/La_horde_-_Surfers_riding_a_wave_in_Paea%2C_Tahiti.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/94/Gingko_Avenue%2C_University_of_Electronic_Science_and_Technology_of_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Beijing_Electronic_Science_and_Technology_Institute_%2820150503173741%29.JPG'], ['https://upload.wikimedia.org/wikipedia/commons/8/8f/Iron_oxide_brown.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Mr_Pipo_Brain_03.svg']]"
0,What is the structure and function of the human skeletal system?,"['the structure and function', 'the structure and function of the human skeletal system', 'the human skeletal system']","[['Functional groups', 'Functional groups', 'Functional groups'], ['Bones', 'Bones', 'light'], ['Bones', 'Bones', 'light']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e0/Phosphonato_group.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Phosphate_group.png', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Pathways_used_to_derive_functional_groups_of_planktonic_protists.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/73/Gray252.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Sphenoid_bone_and_zygomatic_bone_-_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Ferry_light_trail%2C_Rostock.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/73/Gray252.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Sphenoid_bone_and_zygomatic_bone_-_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Ferry_light_trail%2C_Rostock.jpg']]"
0,How do different factors affect the rate of osmosis in cells?,"['cells', 'osmosis', 'different factors', 'the rate of osmosis in cells', 'the rate']","[['Living cells', 'Living cells'], ['Osmosis', 'Osmosis'], ['Physical changes', 'Physical changes'], ['Osmosis', 'Osmosis'], ['Anthracite', 'Death rate']]","[['https://upload.wikimedia.org/wikipedia/commons/1/18/RsEGFP2-enables-fast-RESOLFT-nanoscopy-of-living-cells-elife00248f001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/RsEGFP2-enables-fast-RESOLFT-nanoscopy-of-living-cells-elife00248f002.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/7f/Transport_Across_the_Plasma_Membrane.png', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Osmosis_computer_simulation.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png'], ['https://upload.wikimedia.org/wikipedia/commons/7/7f/Transport_Across_the_Plasma_Membrane.png', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Osmosis_computer_simulation.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthracite_coalfields_on_1872_PA_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Birth_rate%2C_death_rate_and_natural_growth_in_USA_since_1935.jpg']]"
0,What are the differences between series and parallel circuits?,"['series and parallel circuits', 'the differences', 'the differences between series and parallel circuits', 'series', 'parallel circuits']","[['Parallel circuit', 'Parallel circuit'], ['Confusion', 'Confusion'], ['Parallel circuit', 'Parallel circuit'], ['Series connection', 'Sneezes'], ['Parallel circuit', 'Parallel circuit']]","[['https://upload.wikimedia.org/wikipedia/commons/3/3f/Series_and_Parallel_Circuit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Parallel_circuit_node.png'], ['https://upload.wikimedia.org/wikipedia/commons/b/b5/Noun_confusion_2900892.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Noun_confusion_Delwar_781825.svg'], ['https://upload.wikimedia.org/wikipedia/commons/3/3f/Series_and_Parallel_Circuit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Parallel_circuit_node.png'], ['https://upload.wikimedia.org/wikipedia/commons/6/69/RL_series_connection_with_make-before-break_switch.png', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Sneezing_zebra.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/3f/Series_and_Parallel_Circuit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Parallel_circuit_node.png']]"
0,What is the concept of wave interference and its effects?,"['the concept of wave interference and its effects', 'its effects', 'wave interference and its effects', 'the concept', 'wave interference']","[['Wave', 'Wave'], ['Physiological effects', 'Physiological effects'], ['Wave', 'Wave'], ['Iron hydroxide', 'Theories'], ['Wave', 'Wave']]","[['https://upload.wikimedia.org/wikipedia/commons/4/47/Triangular_wave_and_square_wave_on_oscilloscope_screen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/La_horde_-_Surfers_riding_a_wave_in_Paea%2C_Tahiti.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/2/21/Physiological_effects_of_carbon_dioxide_concentration_and_exposure_period.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Physiology-_a_manual_of_1000_questions_and_answers_systematically_arranged%2C_containing_a_full_treatment_of_the_physiological_effects_of_alcohol_and_narcotics_%281888%29_%2814784662513%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/4/47/Triangular_wave_and_square_wave_on_oscilloscope_screen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/La_horde_-_Surfers_riding_a_wave_in_Paea%2C_Tahiti.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/8/8f/Iron_oxide_brown.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Mr_Pipo_Brain_03.svg'], ['https://upload.wikimedia.org/wikipedia/commons/4/47/Triangular_wave_and_square_wave_on_oscilloscope_screen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/La_horde_-_Surfers_riding_a_wave_in_Paea%2C_Tahiti.jpg']]"
