,question,allennlp_entities,extracted_entities,image_urls
0,What is the theory of relativity proposed by Einstein?,"['the theory', 'relativity', 'Einstein', 'the theory of relativity']","[['Experimental philosophy', 'Experimental philosophy', 'Experimental philosophy', 'Iron hydroxide', 'Theories', 'Theories', 'Theories', 'Theories', 'Theories', 'Theories']]","[['https://upload.wikimedia.org/wikipedia/commons/5/5b/Planetarium_in_Course_of_experimental_philosophy%2C_1734.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/A_course_of_experimental_philosophy_Fleuron_T135355-15.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/A_course_of_experimental_philosophy_Fleuron_T135355-7.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Iron_oxide_brown.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Mr_Pipo_Brain_03.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Ethics_Theories.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Comparison_of_theories_of_emotion_dmandziy.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Theories_of_Emotions_-_Timeline.png', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Evolution_of_endosymbiotic_theory_and_the_holobiont_concept.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Endosymbiotic_theory_Diagram.jpg']]"
0,What is the structure and function of the human eye?,"['the structure and function of the human eye', 'the human eye', 'the structure and function']","[['Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye']]","[['https://upload.wikimedia.org/wikipedia/commons/6/65/Eye_iris.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Human_eye_in_dim_light.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Human_eye_close_up%2C_anterior_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Human_eye_with_blood_vessels.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Human_eye%2C_nasal_lateral_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Human_blue_eye.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Human_eye_with_limbal_ring%2C_anterior_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Human_eye_with_eyelid_pulled_open%2C_anterior_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Closed_human_eye%2C_superior_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Human_eye%2C_lateral_view.jpg']]"
0,What is the role of the immune system in protecting the body?,"['the body', 'the immune system', 'the role', 'the role of the immune system in protecting the body']","[['Human bodies', 'Human bodies', 'Human bodies', 'Human bodies', 'Human bodies', 'Human bodies', 'Human bodies', 'Human bodies', 'Human bodies', 'Human bodies']]","[['https://upload.wikimedia.org/wikipedia/commons/f/fe/Human_Body_02.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/201_Elements_of_the_Human_Body.02-bn.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Male_back_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Male_front_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Female-male_front-back_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Female_front_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Female_back_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Male_front-back_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Female_front-back_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Human_Body.jpg']]"
0,How do the principles of heredity and Punnett squares explain genetic inheritance?,"['heredity', 'the principles of heredity and Punnett squares', 'the principles', 'Punnett squares', 'genetic inheritance', 'heredity and Punnett squares']","[['Mendelian inheritance', 'Mendelian inheritance', 'Mendelian inheritance', 'Mendelian inheritance', 'Mendelian inheritance', 'Mendelian inheritance', 'Mendelian inheritance', 'Mendelian inheritance', 'Mendelian inheritance', 'Mendelian inheritance']]","[['https://upload.wikimedia.org/wikipedia/commons/8/8f/Mendelian_inheritance_intermed.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Mendelian_inheritance_for_Red_and_Black_Bee_Shrimp_2.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Mendelian_inheritance_for_Red_Bee_and_Taiwan_Bee.png', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Mendelian_inheritance_for_Red_Bee_and_Taiwan_Bee2.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Mendelian_inheritance_for_Red_and_Black_Bee_Shrimp.png', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Mendelian_inheritance_in_black_and_white_albino_guinea_pigs%28GN04114%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Mendelian_inheritance.png', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Mendelian_inheritance_9_3_3_1.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Mendelian_inheritance.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Intermediate_inheritance_P_-_F1_-_F2.png']]"
0,What is the process of natural selection and its effects?,"['natural selection', 'its effects', 'the process of natural selection and its effects', 'the process of natural selection', 'the process']","[['Natural Selection', 'Natural Selection', 'Natural Selection', 'Natural Selection', 'Natural Selection', 'Natural Selection', 'Natural Selection', 'Natural Selection', 'Natural Selection', 'Natural Selection']]","[['https://upload.wikimedia.org/wikipedia/commons/4/42/Charles_Darwin_aged_51.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Natural_Selection.png', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Natural_selection_flowchart.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Natural_Selection_with_Elephant_Trunk_Size.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Natural_selection_and_coevolution.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Natural_Selection_and_Coevolution_%282%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Natural_selection_and_coevolution_%281%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Selection_Pressure_Example.png', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Patterns_of_Natural_Selection.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Annotated_Diagram_of_Natural_Selection.jpg']]"
0,How do different factors affect the rate of photosynthesis in plants?,"['photosynthesis', 'the rate of photosynthesis in plants', 'different factors', 'plants', 'the rate']","[['Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis']]","[['https://upload.wikimedia.org/wikipedia/commons/5/55/Photosynthesis_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Photosynthesis_ru.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Seawifs_global_biosphere.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Photosynthesis-ar.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Natural_Photosynthesis_vs_the_Bionic_Leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Photosynthesis-es.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Photosynthesis_ko.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Simple_photosynthesis_overview_cs.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Simple_photosynthesis_overview-ja.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Photosynthesis_id.svg']]"
0,What are the laws of thermodynamics and their applications?,"['their applications', 'thermodynamics', 'the laws of thermodynamics and their applications', 'the laws', 'the laws of thermodynamics']","[['Thermodynamic process', 'Thermodynamic process', 'Thermodynamic process', 'Thermodynamic process', 'Thermodynamic process', 'Thermodynamic process', 'Thermodynamic process', 'Thermodynamic process', 'Thermodynamic process', 'Thermodynamic process']]","[['https://upload.wikimedia.org/wikipedia/commons/d/d3/Kurzzeitfotografie_sektkorken_06-19-s02_2017-09-03_01_hinnerk-ruemenapf_exif.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Isobaric_process_plain_ro.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Isobaric_process_plain.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Example-process-in-p-V-diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Gas-processes-in-p-V-diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Adiabatic-processes-in-p-V-T-diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Gas-processes-in-p-V-T-diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Transformations_polytropiques.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Signo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Cycle_mixte_de_Sabath%C3%A9.gif']]"
0,How does the human excretory system maintain water and electrolyte balance?,"['water and electrolyte balance', 'the human excretory system']","[['Human excreta', 'Human excreta', 'Human excreta', 'Human excreta', 'Human excreta', 'Oral rehydration solution', 'Excreta', 'Butter', 'Wastes', 'Animal excreta']]","[['https://upload.wikimedia.org/wikipedia/commons/1/16/BywaterDoesFecalMatter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Lai_Nullah.JPG', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Dziki_na_smieciach_Berlina.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Biohazard_bag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Farmers_of_forty_centuries_-_manure_boats_on_Soochow_creek%2C_Shanghai%2C_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/DripDrop_ORS_Flavor_packets_and_cup_of_watermelon_DripDrop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Renal_Acidosis_excretion_of_Bicarbonate.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Toast_with_garlic_and_butter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Refuse_Challenge_at_Lapaz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/The_brain%2C_and_ways_of_excretion_of_humours%2C_circa_1428._Wellcome_M0000437.jpg']]"
0,What are the different types of electromagnetic radiation and their applications?,"['their applications', 'the different types', 'the different types of electromagnetic radiation and their applications', 'electromagnetic radiation']","[['Electromagnetic vibration', 'Electromagnetic vibration', 'Electromagnetic vibration', 'Electromagnetic vibration', 'Arsenic', 'Radio wave', 'Radio wave', 'Red blood cells', 'Ultraviolet radiation', 'Ultraviolet radiation']]","[['https://upload.wikimedia.org/wikipedia/commons/d/db/Electromagnetic_shaker.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Wave_in_a_conductor.gif', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Transient_to_standing_wave.gif', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/SPP_silver-air_interface_10um.gif', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/FDA%27s_Rice_Tour-_Looking_for_Insights_on_Arsenic_%280826%29_%289687556338%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Dipole_xmting_antenna_animation_4_408x318x150ms.gif', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Radio_Transmission_Diagram_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/%D0%9D%D0%B5%D0%B2%D0%B5%D1%80%D0%BE%D1%8F%D1%82%D0%BD%D1%8B%D0%B5_%D1%8D%D1%80%D0%B8%D1%82%D1%80%D0%BE%D1%86%D0%B8%D1%82%D1%8B_%28Incredible_red_blood_cells%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/The_Ultraviolet_Region%2C_extracted_from_Introduction_to_industrial_hygiene_engineering_and_control_%28552%29_-_nonionizing_and_ionizing_radiation_%281978%29.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/UV_Action_Spectra%2C_extracted_from_Introduction_to_industrial_hygiene_engineering_and_control_%28552%29_-_nonionizing_and_ionizing_radiation_%281978%29.png']]"
0,What are the principles of wave interference and diffraction?,"['wave interference and diffraction', 'the principles of wave interference and diffraction', 'the principles']","[['ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION']]","[['https://upload.wikimedia.org/wikipedia/commons/d/d4/Refraction_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Refraction-of-light_Christmas-deco.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Refraction_beer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/%D8%A7%D9%87%D9%85%DB%8C%D8%AA_%D8%B2%D8%A7%D9%88%DB%8C%D9%87_%D8%AA%D8%A7%D8%A8%D8%B4_%D9%88_%D8%B2%D8%A7%D9%88%DB%8C%D9%87_%D8%AD%D8%AF.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/A_pencil_in_water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Reflections_and_refractions_of_objects_%28scanned_slides%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Come_strade_arcobaleno_sul_fondo_del_mare.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Eiskugeln_P%C3%A4tzer_Vordersee.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Tree_through_a_crystal_ball.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Impression_of_water%2C_light_and_fisch.jpg']]"
0,What are the principles of chemical equilibrium and reversible reactions?,"['the principles of chemical equilibrium and reversible reactions', 'reversible reactions', 'the principles', 'chemical equilibrium and reversible reactions', 'chemical equilibrium']","[['Reaction conditions', 'Reaction conditions', 'Reaction conditions', 'soil', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions']]","[['https://upload.wikimedia.org/wikipedia/commons/6/6f/ThermiteFe2O3.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Hydrochloric_acid_ammonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Chemical_reaction_Nimbin_to_Isonimbin.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Soil_profile_0-125cm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Reactions_Barrelene.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ring-Opening-Reactions_V.1.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Toluene_Bromonation_Reactions_V.2.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Small_molecule_activation_reactions_of_phosphasilene.tif', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Transmetallation_reactions_of_plumbylenes.png', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Insertion_reactions_of_plumbylenes.png']]"
0,How do different factors affect the rate of enzyme denaturation?,"['enzyme denaturation', 'different factors', 'the rate', 'the rate of enzyme denaturation']","[['Enzyme', 'Enzyme', 'Enzyme', 'Enzyme', 'Enzyme', 'Enzyme', 'Enzyme', 'Hammer', 'Enzyme action', 'Enzyme action']]","[['https://upload.wikimedia.org/wikipedia/commons/8/81/Triosephosphate_isomerase.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Enzymes_4_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Enzymes_1_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Enzymes_--_Smart-Servier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Enzymes_10_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/TPI1_structure.png', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Enzymes_5_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Woman%2C_worker%2C_Japan_%2810797406583%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/InducedFit_Enzyme_Catalyst.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Enzyme_high_pressure_a.jpg']]"
0,How do different factors affect the rate of cellular respiration?,"['different factors', 'cellular respiration', 'the rate', 'the rate of cellular respiration']","[['Cellular respiration', 'Cellular respiration', 'Cellular respiration', 'Soap bubble', 'Cell respiration', 'Cell respiration', 'Cell respiration', 'Cell respiration', 'Cell respiration', 'Cell respiration']]","[['https://upload.wikimedia.org/wikipedia/commons/9/90/Cellular_respiration_%28zh-tw%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Cellular_respiration_%28zh-cn%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Respiration_scheme_%E2%80%93_great_tit.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Big_soap_bubble_of_irregular_shape_in_Paris.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Respiration_Phases_%28FR%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Cell_respiration_process_easy.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Metabolismo_celula_eucarionte.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/CompDepth_Exp.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/CellRespiration_ta.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/CellRespiration-su.svg']]"
0,What is the concept of electromagnetism and its applications?,"['electromagnetism', 'electromagnetism and its applications', 'its applications', 'the concept of electromagnetism and its applications', 'the concept']","[['Electromagnets', 'Electromagnets', 'Electromagnets', 'Electromagnets', 'Electromagnets', 'Electromagnets', 'Electromagnets', 'Electromagnets', 'Electromagnets', 'Electromagnets']]","[['https://upload.wikimedia.org/wikipedia/commons/e/eb/Elecmagnet.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/9_v_electromagnet.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Larger_core_electromagnet.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Electromagnet.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/ElectromagneticLens.PNG', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Electric-symbol-electromagnet.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/EB1911_Electromagnetism_-Fig._5.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/EB1911_Electromagnetism_-Fig._4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/EB1911_Electromagnetism_-Fig._3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Guidance_in_Transrapid_%28Electromagnetic_Suspension%29.png']]"
0,What are the principles of nuclear reactions and their applications?,"['their applications', 'nuclear reactions', 'the principles of nuclear reactions and their applications', 'the principles', 'nuclear reactions and their applications']","[['Nuclear reactions', 'Nuclear reactions', 'Nuclear reactions', 'Nuclear reactions', 'Nuclear reactions', 'Nuclear reactions', 'Nuclear reactions', 'Nuclear reactions', 'Nuclear reactions', 'Nuclear reactions']]","[['https://upload.wikimedia.org/wikipedia/commons/7/7e/HD.15.079_%2811840244783%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Uup.gif', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Nuclear_fusion.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Typologie_des_r%C3%A9actions_entre_ions_lourds.png', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Cross_Section_for_Fusion_reactions.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Bimodal_Nuclear_Thermal_Rocket.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Nuclear_predetonation.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Transfer-reactions.png', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Henry_Moore_Nuclear_Energy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/CarbonFusionNuclearReaction.png']]"
0,What is the structure and function of the human brain?,"['the structure and function', 'the human brain', 'the structure and function of the human brain']","[['Human Brain', 'Human Brain', 'Human Brain', 'Human Brain', 'Human Brain', 'Human Brain', 'Human Brain', 'Human Brain', 'Human Brain', 'Human Brain']]","[['https://upload.wikimedia.org/wikipedia/commons/5/50/Computed_tomography_of_human_brain_-_large.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Human_brain._Wellcome_L0021193.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Skull_and_brain_normal_human_ta.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/6_week_embryo_brain_ar.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Brain_stem_normal_human.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Vertebrate-brain-regions.png', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Vertebrate-brain-regions_small_hy.png', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Vertebrate-brain-regions_small.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Skull_brain_human_normal.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/L%27anotomia_del_corpo_umano_25.png']]"
0,How do different factors affect the rate of genetic mutations?,"['different factors', 'the rate of genetic mutations', 'the rate', 'genetic mutations']","[['History of genetics', 'History of genetics', 'History of genetics', 'History of genetics', 'History of genetics', 'History of genetics', 'History of genetics', 'History of genetics', 'History of genetics', 'History of genetics']]","[['https://upload.wikimedia.org/wikipedia/commons/f/fa/Demographic_history_of_the_Jomon_lineage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Illustrations_for_demographic_history_in_East_Asia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Model_for_Philippine_demographic_history.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Three-way_model_of_Neolithic_admixture.png', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Topographic_map_of_East_Asia_showing_hypothesized_modern_human_migration_routes_and_suggested_barriers.png', 'https://upload.wikimedia.org/wikipedia/commons/9/95/The_history_and_geography_of_human_genes_Luigi_Luca_Cavalli-Sforza_map_genetic.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Population_genetic_affinities%2C_evolutionary_history_and_geographic_origins.webp', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Map_of_major_prefarming_population_stratification_across_the_African_continent.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Timeline_of_ncRNA_therapeutics.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/ADNNorafricanoPeninsulaIberica.jpg']]"
0,How do different factors affect the rate of chemical reactions at equilibrium?,"['the rate of chemical reactions at equilibrium', 'chemical reactions', 'different factors', 'equilibrium', 'the rate']","[['Chemical reaction', 'Chemical reaction', 'Chemical reaction', 'soil', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions']]","[['https://upload.wikimedia.org/wikipedia/commons/3/33/Epicocconone_fluorogenic_reaction_scheme.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/3-ALD-reaction-schemes.png', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Chemical_reactions.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Soil_profile_0-125cm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Reactions_Barrelene.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ring-Opening-Reactions_V.1.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Toluene_Bromonation_Reactions_V.2.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Small_molecule_activation_reactions_of_phosphasilene.tif', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Transmetallation_reactions_of_plumbylenes.png', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Insertion_reactions_of_plumbylenes.png']]"
0,Photosynthesis,['Photosynthesis'],"[['Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis']]","[['https://upload.wikimedia.org/wikipedia/commons/5/55/Photosynthesis_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Photosynthesis_ru.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Seawifs_global_biosphere.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Photosynthesis-ar.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Natural_Photosynthesis_vs_the_Bionic_Leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Photosynthesis-es.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Photosynthesis_ko.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Simple_photosynthesis_overview_cs.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Simple_photosynthesis_overview-ja.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Photosynthesis_id.svg']]"
0,What is the structure and function of the human reproductive system?,"['the structure and function', 'the structure and function of the human reproductive system', 'the human reproductive system']","[['Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs']]","[['https://upload.wikimedia.org/wikipedia/commons/1/14/Scheme_female_reproductive_system-tr.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Female-reproductive-organs-mammals.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Scheme_female_reproductive_system-uk.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Female_anatomy_with_g-spot-nb.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Scheme_female_reproductive_system-pt.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Scheme_female_reproductive_system-an.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Scheme_female_reproductive_system-be.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Scheme_female_reproductive_system-es.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Scheme_female_reproductive_system-hu_%281%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Scheme_female_reproductive_system-nb.svg']]"
