,answer,allennlp_entities,extracted_entities,image_urls
0,The nervous system transmits messages through specialized cells called neurons,"['specialized cells', 'specialized cells called neurons', 'messages', 'The nervous system']","[['The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system']]","[['https://upload.wikimedia.org/wikipedia/commons/0/0f/Central_nervous_system.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/1201_Overview_of_Nervous_System.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Human-leech-nervous-system-comparison.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Nervous_system_-_Nervous_system_1_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Nervous_system_-_Nervous_system_2_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Insects_nervous_system_ja.png', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Schematic_diagram_of_the_anterior_central_nervous_system_%28CNS%29_and_stomatogastric_system_%28STNS%29_of_an_astacid_decapod.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Nervous_system_Bufo_bufo_%28DFdB%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/202106_Central_nervous_system.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Central_nervous_system_2.svg']]"
0,Different animals have different ways of obtaining and transporting oxygen,"['different ways of obtaining and transporting oxygen', 'oxygen', 'Different animals', 'different ways']","[['Free oxygen', 'Free oxygen', 'Free oxygen', 'Free oxygen', 'Free oxygen', 'Free oxygen', 'Free oxygen', 'Free oxygen', 'Forces', 'Carnivores']]","[['https://upload.wikimedia.org/wikipedia/commons/c/c3/Liquid_oxygen_in_a_beaker_4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Liquid_oxygen_in_a_beaker_%28cropped_and_retouched%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Electron_shell_008_Oxygen_mk.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Oxygen_discharge_tube.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Liquid_oxygen_in_a_beaker_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Oxygen_Generator_Applications.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Operating_Principles_for_a_PSA_Oxygen_Generator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Oxygen_requirement_of_bacteria.png', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Forces_diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Timber_wolf_standing_on_large_rock_-_DPLA_-_422ddd1bfbf62584a8f2bc3d260dfead.jpg']]"
0,The digestive system helps break down food through a process called digestion,"['a process called digestion', 'digestion', 'a process', 'food', 'The digestive system']","[['Food', 'Food', 'Food', 'Food', 'Food', 'Food', 'Food', 'Food', 'Food', 'Food']]","[['https://upload.wikimedia.org/wikipedia/commons/6/6d/Good_Food_Display_-_NCI_Visuals_Online.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Chow_Mein.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Chicken_Chow_mein_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Buff_Chow_Mein_with_Sauce.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Buff_Chow_mein_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Buff_Chow_mein.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Kerala_food_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Sweet_olive_pork_belly_crawfish%2C_chow_chow.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Vegetarian_Chow_Mein.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Many_trays_with_food_offered_to_the_monks_in_the_Buddhist_temple_of_Don_Det_Laos.jpg']]"
0,The phases of the moon refer to the different shapes or appearances of the moon as seen from Earth,"['the moon', 'The phases', 'the different shapes or appearances', 'The phases of the moon', 'Earth', 'the different shapes or appearances of the moon as seen from Earth']","[['Earth', 'Earth', 'Earth', 'Earth', 'Earth', 'Earth', 'Earth', 'Earth', 'Earth', 'Earth']]","[['https://upload.wikimedia.org/wikipedia/commons/0/0d/Africa_and_Europe_from_a_Million_Miles_Away.png', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Die_Erdkugel_vom_Weltraum_aus_betrachtet.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/As08-16-2593.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/North_America_from_low_orbiting_satellite_Suomi_NPP.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Earth_and_the_Clouds_of_Jupiter_%284078804254%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Mercury_and_Earth_%284077538249%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Radar_Views_Earth_and_Venus_%284078292612%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Mass_versus_weight_in_earth_and_mars.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Rotating_earth_%28large%29_transparent.gif', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Rifts_on_Venus%2C_Earth%2C_and_Mars_%284110039732%29.jpg']]"
0,"Photosynthesis is the process by which plants, algae, and some bacteria convert sunlight, carbon dioxide, and water into glucose (a type of sugar) and oxygen","['the process by which plants , algae , and some bacteria convert sunlight , carbon dioxide , and water into glucose a type of sugar and oxygen', 'glucose a type of sugar and oxygen', 'oxygen', 'a type of sugar', 'glucose', 'plants', 'sugar', 'Photosynthesis', 'a type', 'the process', 'water', 'plants , algae , and some bacteria', 'glucose a type of sugar', 'algae', 'sunlight , carbon dioxide , and water', 'carbon dioxide', 'some bacteria']","[['Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis']]","[['https://upload.wikimedia.org/wikipedia/commons/5/55/Photosynthesis_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Photosynthesis_ru.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Seawifs_global_biosphere.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Photosynthesis-ar.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Natural_Photosynthesis_vs_the_Bionic_Leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Photosynthesis-es.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Photosynthesis_ko.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Simple_photosynthesis_overview_cs.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Simple_photosynthesis_overview-ja.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Photosynthesis_id.svg']]"
0,"The Earth is composed of several layers, including:

1","['The Earth', 'several layers']","[['Earth', 'Earth', 'Meteor', 'The earth', 'The earth', 'The earth', 'The earth', 'The earth', 'The earth', 'The earth']]","[['https://upload.wikimedia.org/wikipedia/commons/0/0d/Africa_and_Europe_from_a_Million_Miles_Away.png', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Die_Erdkugel_vom_Weltraum_aus_betrachtet.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Gloster_Meteor_NF13_Hatzerim_260404.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/36/3d_earth_globe.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/BlackMarble_2016_rotating_globe_at_night_transparent.gif', 'https://upload.wikimedia.org/wikipedia/commons/a/af/BlackMarble20161km.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Globe_epc_2015198_lrg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/B12_peso_terra_luna.gif', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/The_Earth_and_Moon_from_Mars.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/The_Earth_seen_from_Apollo_17_with_transparent_background.png']]"
0,"The three states of matter are solid, liquid, and gas","['The three states of matter', 'The three states', 'matter']","[['States of matter', 'States of matter', 'States of matter', 'States of matter', 'States of matter', 'States of matter', 'States of matter', 'States of matter', 'States of matter', 'States of matter']]","[['https://upload.wikimedia.org/wikipedia/commons/0/05/Phase_change_-_ru.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/States-of-matter-template.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Physics_matter_state_transition_1_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Dark_Matter_27x39_ENGLISH.png', 'https://upload.wikimedia.org/wikipedia/commons/d/da/PV_diagram_of_CO2%2C_from_%22On_the_Continuity_of_the_Gaseous_and_Liquid_States_of_Matter%22.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Black_Lives_Matter_Plaza.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Black_lives_matter_in_charlotte.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Black_Lives_Matter_Plaza_3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Phase%2C_blank_placeholder.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Solid_phase%2C_icon_in_black-and-white.svg']]"
0,Plants have two main ways of reproducing: sexual reproduction and asexual reproduction,"['sexual reproduction', 'two main ways', 'two main ways of reproducing', 'Plants', 'sexual reproduction and asexual reproduction', 'two main ways of reproducing : sexual reproduction and asexual reproduction', 'asexual reproduction']","[['Plant', 'Plant', 'Plant', 'Phylogeny', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants']]","[['https://upload.wikimedia.org/wikipedia/commons/8/87/Green_plant_with_thorns16.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Green_plant_texture_long_thin_leaves_grass_like.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/D%C3%BClmen%2C_Hausd%C3%BClmen%2C_eisbedeckte_Pflanze_--_2021_--_5015.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Phylogenetic_tree_based_on_the_mitochondrial_sequences_%28COI%2C_658_bp%29_of_specimens_identified_as_Simulium_dentulosum_and_Simulium_vorax_from_Kakoi-Koda_Focus.tif', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ranakalli_plant.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Varieties_of_Indoor_plants_in_a_flowerpot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/My_garden_plants_42.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/My_garden_plants_15.jpg']]"
0,Plants have a natural response to light called phototropism,"['phototropism', 'Plants', 'light called phototropism', 'a natural response to light called phototropism', 'a natural response', 'light']","[['Plant', 'Plant', 'Plant', 'Phylogeny', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants']]","[['https://upload.wikimedia.org/wikipedia/commons/8/87/Green_plant_with_thorns16.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Green_plant_texture_long_thin_leaves_grass_like.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/D%C3%BClmen%2C_Hausd%C3%BClmen%2C_eisbedeckte_Pflanze_--_2021_--_5015.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Phylogenetic_tree_based_on_the_mitochondrial_sequences_%28COI%2C_658_bp%29_of_specimens_identified_as_Simulium_dentulosum_and_Simulium_vorax_from_Kakoi-Koda_Focus.tif', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ranakalli_plant.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Varieties_of_Indoor_plants_in_a_flowerpot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/My_garden_plants_42.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/My_garden_plants_15.jpg']]"
0,"The skeletal system has several important purposes:

1","['several important purposes', 'The skeletal system', 'several important purposes : 1']","[['Purposes', 'Purposes', 'Purposes', 'Purposes', 'Purposes', 'Purposes', 'Purposes', 'Purposes', 'Purposes', 'Purposes']]","[['https://upload.wikimedia.org/wikipedia/commons/4/47/Deletion_intention_card.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Talk_intention_card.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Edit_intention_card.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Tag_intention_card.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Add_to_list_intention_card.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Remove_from_list_intention_card.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Declaration-of-Intention-PY.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Declaration_of_Intention_for_Albert_Einstein%2C_10-01-1940_%28596270_%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Declaration_of_Intention_by_Hristo_Troiko_1908.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/39/L%C3%A1szl%C3%B3_Josef_Willinger_%281909-1989%29_declaration_of_intention_from_1938.jpg']]"
0,A mixture is a combination of two or more substances that are physically combined and can be separated by physical means,"['physical means', 'two or more substances', 'A mixture', 'two or more substances that are physically combined and can be separated by physical means', 'a combination of two or more substances that are physically combined and can be separated by physical means', 'a combination']","[['Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture', 'Mixture']]","[['https://upload.wikimedia.org/wikipedia/commons/d/d3/Schematische_Einteilung_der_Stoffe.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Fe-S_mixture_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Fe-S_mixture_05.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Fe-S_mixture_04.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Fe-S_mixture_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Fe-S_mixture_06.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Heterogeneous_and_Homogeneous_mixtures.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Fe-S_mixture_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Part_of_the_%27sufficient_similarity%27_doctrine%2C_from_EPA_%22Guidelines_for_the_Health_Risk_Assessment_of_Chemical_Mixtures%22.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Mixtures_and_Pure_Substances.svg']]"
0,The pH of water refers to its level of acidity or alkalinity,"['acidity or alkalinity', 'its level of acidity or alkalinity', 'water', 'The pH', 'The pH of water', 'its level']","[['Water', 'Water', 'Water', 'Water', 'Water', 'Water', 'Water', 'Water', 'Water', 'Water']]","[['https://upload.wikimedia.org/wikipedia/commons/f/ff/H2O.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/H2O.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/H2O_2D_labelled.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Water_molecule_3D.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Water_molecule_dimensions.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/2006-01-14_Surface_waves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Splash_2_color.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Water_molecule.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Aquamarine_water_pool_at_Bumpass_Hell-8882.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Three_buffaloes_heads_above_water_in_Si_Phan_Don.jpg']]"
0,"Animals communicate in various ways, depending on their species and abilities","['Animals', 'their species and abilities', 'various ways']","[['Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458986.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_31%29_BHL2459055.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458988.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_24%29_BHL2459081.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_21%29_BHL2459035.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_25%29_BHL2459077.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_41%29_BHL2459150.jpg']]"
0,Different surfaces can affect friction in various ways,"['Different surfaces', 'friction', 'various ways']","[['Frictional force', 'Frictional force', 'Frictional force', 'Frictional force', 'Frictional force', 'Frictional force', 'Abraham Lincoln', 'Slippery', 'Slippery', 'Slippery']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b7/Friction_relative_to_normal_force_%28diagram%29.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Friction_diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Static_and_dynamic_friction_on_a_hill.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Friction_angle.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Forces_fregament_empenta_eu.png', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Friction_in_Mechanical_Engines_in_Course_of_experimental_philosophy%2C_1731.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Abraham_Lincoln_MET_DP304456.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Slippery_Rock_athletics_logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Black_Swamp_Preserve_Slippery_Elm_Trailhead.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Japan_Public_information_symbol_-_Caution_Slippery_Surface.svg']]"
0,"The water cycle, also known as the hydrological cycle, is the continuous movement of water on, above, and below the Earth's surface","['The water cycle', 'The water cycle , also known as the hydrological cycle ,', 'the continuous movement', ""the continuous movement of water on , above , and below the Earth 's surface"", ""the Earth 's surface"", 'water', 'the hydrological cycle', ""the Earth 's""]","[['Water', 'Water', 'Water', 'Water', 'Water', 'Water', 'Water', 'Water', 'Water', 'Water']]","[['https://upload.wikimedia.org/wikipedia/commons/f/ff/H2O.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/H2O.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/H2O_2D_labelled.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Water_molecule_3D.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Water_molecule_dimensions.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/2006-01-14_Surface_waves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Splash_2_color.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Water_molecule.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Aquamarine_water_pool_at_Bumpass_Hell-8882.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Three_buffaloes_heads_above_water_in_Si_Phan_Don.jpg']]"
0,Plants and animals adapt to their environment through various mechanisms,"['their environment', 'Plants and animals', 'various mechanisms']","[['Animals', 'Animals', 'Animals', 'Phylogeny', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants', 'Plants']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Phylogenetic_tree_based_on_the_mitochondrial_sequences_%28COI%2C_658_bp%29_of_specimens_identified_as_Simulium_dentulosum_and_Simulium_vorax_from_Kakoi-Koda_Focus.tif', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Ranakalli_plant.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Varieties_of_Indoor_plants_in_a_flowerpot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/My_garden_plants_42.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/My_garden_plants_15.jpg']]"
0,"Weather and climate are related but distinct concepts:

1",['Weather and climate'],"[['Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate', 'Global climate']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e3/Map_world_climate_zones_%28simplified_to_10%29-fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/ClimateMap_World.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/BlueMarble_monthlies_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/MonthlyMeanT.gif', 'https://upload.wikimedia.org/wikipedia/commons/1/16/-_No_More_Empty_Promises_-_Global_Climate_Strike_%28Geelong%29_%2851052130357%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Maastricht_Global_Climate_Strike_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Maastricht_Global_Climate_Strike_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/San_Francisco_Global_Climate_Strike_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Global_Climate_Strike_IMG_0215_%2847351157782%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Global_Climate_Strike_IMG_0237_%2840438403493%29.jpg']]"
0,Different liquids can have varying effects on the rusting of iron,"['iron', 'varying effects', 'the rusting of iron', 'Different liquids', 'varying effects on the rusting of iron', 'the rusting']","[['Iron', 'Iron', 'Iron', 'Iron', 'Iron', 'bulb', 'Soft iron core', 'Soft iron core', 'Soft iron core', 'Soft iron core']]","[['https://upload.wikimedia.org/wikipedia/commons/8/8f/Fe-TableImage.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Iron_oxyhydroxides.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Microbial_iron_cycle.png', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Fe%28Nor%294Contacts.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Electric_steam_iron.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/3Way_bulb_diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Two_iron_magnetic_cores.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/Nucleo_ad_U_con_giogo_-_Museo_scienza_tecnologia_Milano_04164_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Magnetic-field-transformer-with-core.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Caso_SMG20_-_MD_Microwave_Oven_Manufacturing_MD-801EMR-1-0190.jpg']]"
0,Renewable resources are natural resources that can be replenished or regenerated over time,"['Renewable resources', 'natural resources that can be replenished or regenerated over time', 'natural resources', 'time']","[['Natural resource', 'Natural resource', 'Natural resource', 'Natural resource', 'Natural resource', 'Natural resource', 'Natural resource', 'Natural resource', 'Natural resource', 'Nitrites']]","[['https://upload.wikimedia.org/wikipedia/commons/5/54/2016%2C_Natural_Resource_Management_%289c90f9b6-fe53-4266-9620-41a95b78fa5e%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/2017%2C_Natural_Resource_Management_%28b31ec7ca-6406-4ed1-926a-a68dc6b1c697%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/2017%2C_Professional_Excellence_in_Natural_Resource_Stewardship_%2899abbe9d-aa61-409c-899f-108b6b7bb3aa%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/2017%2C_Professional_Excellence_in_Natural_Resource_Stewardship_%287fcc4129-d039-49c9-aaaf-198fd1acd459%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Korfu_%28GR%29%2C_Nimfes%2C_Quelle_--_2018_--_1305.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Korfu_%28GR%29%2C_Sfakera%2C_Roda_--_2018_--_1362.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Winterswijk_%28NL%29%2C_Grundwasserpegel_--_2014_--_3088.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/2016%2C_Superintendent_of_the_Year_for_Natural_Resource_Stewardship_%2885687d15-d6de-40e8-8d9e-e4ef02fbd50f%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/2016%2C_Excellence_in_Natural_Resource_Stewardship_through_Maintenance_%288e01fe39-3503-4aa2-8ede-8d70e002e027%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/The_occurence_and_distribution_of_nitrates_and_nitrites_in_food%2C_feces_and_urine_%281909%29_%2814767310022%29.jpg']]"
